Риск-балл;Уровень риска;Риск-флаги;VIN;Автосалон;Марка;Модель;Год выпуска;Пробег;Состояние;Ценовой сегмент;Цена продажи факт;МЦП;Отклонение от МЦП, ₽;% цены к МЦП;% цены к рынку;Срок публикации;Срок хранения;Количество звонков;Статус звонков;GM2, ₽;GM2, %;Оценщик;Менеджер по продажам;Контракт;% затрат к рынку оценка;Оценок по VIN;flag_multiple_evaluations
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";WAUZZZ8P8BA123591;Avangard Приморский;Audi;A3;2011;235733;D;<1 млн ₽;400000.0;;;;50.0;0.0;4.0;;нет данных;40660.0;10.2;Вырышев Максим;Кауров Андрей;Trade-In на БУ;55.00000000000001;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";X7LLZL70F49678243;Avangard Приморский;Renault;Fluence;2013;217700;C;<1 млн ₽;470000.0;;;;75.0;0.0;3.0;;нет данных;43878.0;9.3;Бойцов Иван;Бойцов Иван;Trade-In на новый;67.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней; несколько оценок";Z9M2130805L000964;Avangard Приморский;Mercedes-Benz;E-Класс;2019;248177;D;1–2 млн ₽;1850000.0;;;;74.0;0.0;1.0;;нет данных;96734.0;5.2;Параничев Андрей;Параничев Андрей;Trade-In на новый;82.0;2;True
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";XWEPC811BD0018802;Avangard Приморский;Kia;Sportage;2013;167635;D;<1 млн ₽;750000.0;;;;61.0;0.0;0.0;;нет данных;58588.0;7.8;Симаньков Артем;Симаньков Артем;Trade-In на новый;70.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";XW8ZZZ5NZGG100224;Avangard Приморский;Volkswagen;Tiguan;2015;162050;D;<1 млн ₽;900000.0;;;;68.0;0.0;15.0;;нет данных;57640.0;6.4;Бойцов Иван;Бойцов Иван;Trade-In на новый;81.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";X9W8624SGED000594;Avangard Приморский;Geely;GC6;2014;120000;D;<1 млн ₽;50000.0;;;;15.0;0.0;0.0;;нет данных;35166.0;70.3;Тронягин Кирилл;Тронягин Кирилл;Trade-In на новый;0.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";X7LHSRH8N52826375;Avangard Приморский;Renault;Duster;2015;127274;C;<1 млн ₽;720000.0;;;;77.0;0.0;6.0;;нет данных;128031.0;17.8;Вырышев Максим;Вырышев Максим;Trade-In на новый;57.99999999999999;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";Z94CC51BBDR016449;Avangard Приморский;Kia;Rio;2012;275234;D;<1 млн ₽;450000.0;;;;73.0;0.0;0.0;;нет данных;56267.0;12.5;Бойцов Иван;Бойцов Иван;Trade-In на новый;81.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";SJNBAAP12U2306183;Avangard Приморский;Nissan;Primera;2006;280610;D;<1 млн ₽;150000.0;;;;48.0;0.0;4.0;;нет данных;27098.0;18.1;Тронягин Кирилл;Тронягин Кирилл;Trade-In на новый;31.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";3N1FCAC11UL471148;Avangard Приморский;Nissan;Tiida;2010;206287;D;<1 млн ₽;390000.0;;;;59.0;0.0;5.0;;нет данных;47563.0;12.2;Бойцов Иван;Бойцов Иван;Trade-In на новый;45.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";JMZCR198200355958;Avangard Приморский;Mazda;5;2009;222901;C;<1 млн ₽;390000.0;;;;64.0;0.0;2.0;;нет данных;33998.0;8.7;Параничев Андрей;Параничев Андрей;Trade-In на новый;75.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";WBAWY51020L849220;Avangard Приморский;BMW;X3;2011;175791;D;1–2 млн ₽;1460000.0;;;;67.0;0.0;5.0;;нет данных;83085.0;5.7;Жиганов Василий;Жиганов Василий;Trade-In;81.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";XW8ZZZ61ZBG020521;Avangard Приморский;Volkswagen;Polo;2011;222440;C;<1 млн ₽;450000.0;;;;77.0;0.0;5.0;;нет данных;132127.0;29.4;Тронягин Кирилл;Тронягин Кирилл;Trade-In на новый;60.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";WAUZZZ4G7DN033558;Avangard Приморский;Audi;A6;2012;113610;D;1–2 млн ₽;1200000.0;;;;78.0;0.0;1.0;;нет данных;111167.0;9.3;Параничев Андрей;Параничев Андрей;Trade-In на новый;76.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";KL1CD266JCB087385;Avangard Приморский;Chevrolet;Captiva;2012;185609;D;<1 млн ₽;880000.0;;;;73.0;0.0;1.0;;нет данных;72252.0;8.2;Тронягин Кирилл;Тронягин Кирилл;Trade-In на новый;68.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";Z94CT51DBHR148484;Avangard Приморский;Hyundai;Solaris;2016;194000;D;<1 млн ₽;570000.0;;;;64.0;0.0;0.0;;нет данных;41864.0;7.3;Бойцов Иван;Бойцов Иван;Trade-In на новый;81.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";W0L0SDL0876063247;Avangard Приморский;Opel;Corsa;2007;211400;C;<1 млн ₽;225000.0;;;;72.0;0.0;5.0;;нет данных;33893.0;15.1;Петров Денис;Петров Денис;Trade-In на БУ;79.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";TMAJU81ECFJ665559;Avangard Приморский;Hyundai;ix35;2014;192521;D;<1 млн ₽;900000.0;;;;68.0;0.0;3.0;;нет данных;57251.0;6.4;Вырышев Максим;Вырышев Максим;Trade-In на новый;59.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";X4XFH611700B39075;Avangard Приморский;BMW;X6;2013;182200;D;1–2 млн ₽;1660000.0;;;;71.0;0.0;1.0;;нет данных;70453.0;4.2;Тронягин Кирилл;Тронягин Кирилл;Trade-In на новый;70.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";XUFJF685JD3031019;Avangard Приморский;Chevrolet;Cruze;2013;140850;D;<1 млн ₽;550000.0;;;;73.0;0.0;4.0;;нет данных;61497.0;11.2;Вырышев Максим;Вырышев Максим;Trade-In на новый;69.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";X7LHSRDJA50361262;Avangard Приморский;Renault;Duster;2014;125105;D;<1 млн ₽;650000.0;;;;70.0;0.0;3.0;;нет данных;61584.0;9.5;Бойцов Иван;Бойцов Иван;Trade-In на новый;77.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";XW8ZZZ5NZDG133291;Avangard Приморский;Volkswagen;Tiguan;2013;287485;D;<1 млн ₽;760000.0;;;;72.0;0.0;2.0;;нет данных;33593.0;4.4;Тронягин Кирилл;Петров Денис;Trade-In на БУ;67.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";4MBSRDM1A9E702690;Avangard Приморский;Mitsubishi;Galant;2008;271579;D;<1 млн ₽;340000.0;;;;73.0;0.0;0.0;;нет данных;49233.0;14.5;Тронягин Кирилл;Петров Денис;Trade-In на БУ;63.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";XWEJC813DJ0013762;Avangard Приморский;Hyundai;Tucson;2018;246800;D;1–2 млн ₽;1450000.0;;;;74.0;0.0;9.0;;нет данных;71746.0;4.9;Вырышев Максим;Вырышев Максим;Trade-In на новый;76.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";XWFDT13S180000520;Avangard Приморский;Chevrolet;TrailBlazer;2008;338686;D;<1 млн ₽;350000.0;;;;41.0;0.0;1.0;;нет данных;48284.0;13.8;Вырышев Максим;Вырышев Максим;Trade-In на новый;57.99999999999999;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";XW8AD6NE3JH020301;Avangard Приморский;Skoda;Octavia;2017;346666;D;<1 млн ₽;750000.0;;;;71.0;0.0;6.0;;нет данных;39138.0;5.2;Параничев Андрей;Параничев Андрей;Trade-In на новый;85.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";SHSRD88604U205865;Avangard Приморский;Honda;CR-V;2003;153521;D;<1 млн ₽;400000.0;;;;65.0;0.0;6.0;;нет данных;40289.0;10.1;Параничев Андрей;Параничев Андрей;Trade-In на новый;56.99999999999999;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";XWBMA481JBA529492;Avangard Приморский;Chevrolet;Spark;2011;113579;D;<1 млн ₽;300000.0;;;;54.0;0.0;5.0;;нет данных;26627.0;8.9;Жиганов Василий;Кауров Андрей;Trade-In на БУ;48.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";XW8AC1NH5GK119925;Avangard Приморский;Skoda;Rapid;2016;357339;D;<1 млн ₽;340000.0;;;;52.0;0.0;3.0;;нет данных;33895.0;10.0;Вырышев Максим;Вырышев Максим;Trade-In на новый;47.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";KNEDE221266174235;Avangard Приморский;Kia;Rio;2006;251308;D;<1 млн ₽;195000.0;;;;57.0;0.0;56.0;;нет данных;18941.0;9.7;Вырышев Максим;Вырышев Максим;Trade-In на новый;47.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";VF7NX5FEADY551906;Avangard Приморский;Citroen;DS4;2013;226806;D;<1 млн ₽;360000.0;;;;48.0;0.0;1.0;;нет данных;42036.0;11.7;Вырышев Максим;Вырышев Максим;Trade-In на новый;50.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";WBAUA11070VP61675;Avangard Приморский;BMW;1 серии;2010;228229;D;<1 млн ₽;608000.0;;;;79.0;0.0;4.0;;нет данных;246544.0;40.6;Бойцов Иван;Бойцов Иван;Trade-In на новый;73.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";Z94CT41CBFR331598;Avangard Приморский;Hyundai;Solaris;2014;176000;D;<1 млн ₽;689000.0;;;;79.0;0.0;5.0;;нет данных;159472.0;23.1;Жиганов Василий;Жиганов Василий;Trade-In;75.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";Z94K341CBLR165997;Avangard Приморский;Hyundai;Solaris;2019;224500;D;<1 млн ₽;825000.0;;;;73.0;0.0;13.0;;нет данных;124768.0;15.1;Бойцов Иван;Бойцов Иван;Trade-In на новый;81.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";XW8ZZZ5NZDG132556;Avangard Приморский;Volkswagen;Tiguan;2013;277552;D;<1 млн ₽;700000.0;;;;72.0;0.0;7.0;;нет данных;44266.0;6.3;Вырышев Максим;Вырышев Максим;Trade-In на новый;75.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";XW8ZZZ61ZKG027297;Avangard Приморский;Volkswagen;Polo;2018;247520;D;<1 млн ₽;550000.0;;;;68.0;0.0;0.0;;нет данных;97670.0;17.8;Вырышев Максим;Вырышев Максим;Trade-In на новый;0.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";X4XPC7841AWA48018;Avangard Приморский;BMW;X3;2009;175570;D;<1 млн ₽;600000.0;;;;61.0;0.0;2.0;;нет данных;55697.0;9.3;Жиганов Василий;Жиганов Василий;Trade-In;81.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";XUUNF356JC0003503;Avangard Приморский;Chevrolet;Lacetti;2011;277841;D;<1 млн ₽;220000.0;;;;53.0;0.0;9.0;;нет данных;54785.0;24.9;Жиганов Василий;Жиганов Василий;Trade-In;56.00000000000001;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";NLHPN81DP9Z061002;Avangard Приморский;Hyundai;Matrix;2009;241058;D;<1 млн ₽;215000.0;;;;53.0;0.0;1.0;;нет данных;37800.0;17.6;Тронягин Кирилл;Тронягин Кирилл;Trade-In на новый;41.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";Z8NBAABD0H0051263;Avangard Приморский;Datsun;on-DO;2016;40600;D;<1 млн ₽;340000.0;;;;58.0;0.0;1.0;;нет данных;34212.0;10.1;Вырышев Максим;Вырышев Максим;Trade-In на новый;52.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";Z94CU41CADR219139;Avangard Приморский;Hyundai;Solaris;2013;150359;D;<1 млн ₽;400000.0;;;;61.0;0.0;15.0;;нет данных;10620.0;2.7;Жиганов Василий;Жиганов Василий;Trade-In;69.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";KMJWA37JBAU240854;Avangard Приморский;Hyundai;Grand Starex;2010;270383;D;<1 млн ₽;790000.0;;;;65.0;0.0;8.0;;нет данных;52362.0;6.6;Параничев Андрей;Параничев Андрей;Trade-In на новый;70.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";XWFGT5GT1E0000157;Avangard Приморский;Opel;Insignia;2013;210390;D;<1 млн ₽;645000.0;;;;64.0;0.0;23.0;;нет данных;34043.0;5.3;Вырышев Максим;Вырышев Максим;Trade-In на новый;52.0;1;False
10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней";X9FLXXEEBLCY62283;Avangard Приморский;Ford;Focus;2012;246768;D;<1 млн ₽;390000.0;;;;52.0;0.0;23.0;;нет данных;15779.0;4.0;Параничев Андрей;Параничев Андрей;Trade-In на новый;72.0;1;False
9;Критический;"ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже МЦП; ниже 95% МЦП";LS4ASE2E2PA263214;Avangard Приморский;Changan;CS55 Plus;2023;101996;C;1–2 млн ₽;1500000.0;1630434.7826086956;-130434.78260869556;92.0;76.0;39.0;41.0;4.0;звонки были;100926.0;6.7;Симаньков Артем;Симаньков Артем;Trade-In на новый;81.0;1;False
9;Критический;"ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже МЦП; ниже 95% МЦП";RUMKE1978EV024525;Avangard Приморский;Mazda;CX-5;2014;158411;C;1–2 млн ₽;1240000.0;1333333.3333333333;-93333.33333333326;93.0;72.0;49.0;52.0;16.0;звонки были;6570.0;0.5;Жиганов Василий;Жиганов Василий;Trade-In;68.0;1;False
9;Критический;"ниже рынка; ниже 90% рынка; ниже МЦП; ниже 95% МЦП; GM2<0";XTAGFL440LY442869;Avangard Приморский;Lada (ВАЗ);Vesta;2020;46517;B;<1 млн ₽;930000.0;989361.7021276596;-59361.70212765958;94.0;84.0;133.0;154.0;12.0;звонки были;-79420.0;-8.5;;;;;0;False
9;Критический;"0 звонков; ниже рынка; ниже рынка ≤7 дней; ниже МЦП";LVVDB21B2PD965233;Avangard Приморский;Chery;Tiggo 4 Pro;2023;57850;B;1–2 млн ₽;1270000.0;1309278.3505154639;-39278.350515463855;97.0;90.0;4.0;7.0;0.0;0 звонков;106447.0;8.4;Параничев Андрей;Параничев Андрей;Trade-In на новый;81.0;1;False
9;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже рынка ≤7 дней; GM2<0";Y4K8722D8RB305972;Авангард Выкуп;Geely;Atlas Pro;2024;38639;B;2–3 млн ₽;2049000.0;;;;94.0;0.0;53.0;;нет данных;-17625.0;-0.9;Богачев Андрей;Богачев Андрей;Выкуп;81.0;1;False
8;Высокий;"ниже рынка; ниже 90% рынка; ниже МЦП; GM2<0; несколько оценок";Z8NFBNJ11ES132883;Avangard Приморский;Nissan;Qashqai;2021;119100;C;1–2 млн ₽;1821000.0;1896875.0;-75875.0;96.0;83.0;130.0;137.0;25.0;звонки были;-54094.0;-3.0;Параничев Андрей;Параничев Андрей;Trade-In на новый;80.0;2;True
8;Высокий;"ниже рынка; ниже 90% рынка; ниже МЦП; GM2<0";RUMGJ523803012161;Avangard Приморский;Mazda;6;2019;97408;C;1–2 млн ₽;1995000.0;2035714.2857142857;-40714.28571428568;98.0;80.0;126.0;134.0;47.0;звонки были;-82761.0;-4.1;;;;;0;False
8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней";Z8PFF3A5XEA068111;Avangard Приморский;Great Wall;Hover H3;2014;152908;D;<1 млн ₽;618000.0;;;;81.0;0.0;5.0;;нет данных;214983.0;34.8;Вырышев Максим;Вырышев Максим;Trade-In на новый;67.0;1;False
8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней";WAUZZZ8R1HA014593;Avangard Приморский;Audi;Q5;2016;103215;C;2–3 млн ₽;2170000.0;;;;80.0;0.0;8.0;;нет данных;86754.0;4.0;Бойцов Иван;Бойцов Иван;Trade-In на новый;77.0;1;False
8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней";Z8TXTGF2WKM033746;Avangard Приморский;Mitsubishi;Outlander;2019;181653;C;1–2 млн ₽;1749000.0;;;;87.0;0.0;2.0;;нет данных;257222.0;14.7;Вырышев Максим;Вырышев Максим;Trade-In на новый;73.0;1;False
8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней";X9FPXXEEDPAA34312;Avangard Приморский;Ford;Focus;2010;195979;C;<1 млн ₽;499000.0;;;;81.0;0.0;15.0;;нет данных;174109.0;34.9;Вырышев Максим;Вырышев Максим;Trade-In на новый;51.0;1;False
8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней";WAUZZZFY9J2236390;Avangard Приморский;Audi;Q5;2018;93331;D;2–3 млн ₽;2800000.0;;;;86.0;0.0;18.0;;нет данных;108894.0;3.9;Симаньков Артем;Симаньков Артем;Trade-In на новый;81.0;1;False
8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней";X7MEN41BP6M017061;Avangard Приморский;Hyundai;Sonata;2005;242274;D;<1 млн ₽;236000.0;;;;86.0;0.0;5.0;;нет данных;94585.0;40.1;Параничев Андрей;Параничев Андрей;Trade-In на новый;55.00000000000001;1;False
8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней";JTJHY00W904118554;Avangard Приморский;Lexus;LX;2013;75100;Не указано;3–5 млн ₽;4749000.0;;;;88.0;0.0;8.0;;нет данных;650806.0;13.7;Богачев Андрей;Богачев Андрей;Выкуп;81.0;1;False
8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней";X7LHSRHGD57069611;Avangard Приморский;Renault;Duster;2016;176112;D;<1 млн ₽;840000.0;;;;81.0;0.0;10.0;;нет данных;65487.0;7.8;Вырышев Максим;Вырышев Максим;Trade-In на новый;80.0;1;False
8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней";WF0UXXGAJU6R84299;Avangard Приморский;Ford;Fusion;2006;300000;D;<1 млн ₽;259000.0;;;;83.0;0.0;46.0;;нет данных;130394.0;50.3;Вырышев Максим;Вырышев Максим;Trade-In на новый;37.0;1;False
8;Высокий;"без публикации; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней; несколько оценок";X4X5E59490D935801;Avangard Приморский;BMW;5 серии;2015;275900;D;1–2 млн ₽;1450000.0;;;;83.0;0.0;6.0;2.0;звонки были;165805.0;11.4;Симаньков Артем;Симаньков Артем;Trade-In на новый;86.0;2;True
8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней";TMBJD6NE7E0208190;Avangard Приморский;Skoda;Octavia;2014;286168;D;<1 млн ₽;977000.0;;;;86.0;0.0;35.0;;нет данных;339171.0;34.7;Симаньков Артем;Симаньков Артем;Trade-In на новый;81.0;1;False
8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней";SALGA2BK8LA585777;Avangard Приморский;Land Rover;Range Rover;2019;136840;C;5+ млн ₽;5500000.0;;;;83.0;0.0;1.0;;нет данных;208151.0;3.8;Логинов Артем;Логинов Артем;Комиссия;0.0;1;False
8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней";XW8AC6NE9FH009877;Avangard Приморский;Skoda;Octavia;2014;257144;D;<1 млн ₽;770000.0;;;;84.0;0.0;4.0;;нет данных;64164.0;8.3;Жиганов Василий;Жиганов Василий;Trade-In;86.0;1;False
8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней";JHMFD15207S221328;Avangard Приморский;Honda;Civic;2007;235035;D;<1 млн ₽;486000.0;;;;85.0;0.0;4.0;;нет данных;192865.0;39.7;Параничев Андрей;Параничев Андрей;Trade-In на новый;71.0;1;False
8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней";XTAGFK120LY373863;Avangard Приморский;Lada (ВАЗ);Vesta;2019;104718;D;<1 млн ₽;650000.0;;;;82.0;0.0;0.0;;нет данных;27337.0;4.2;Тронягин Кирилл;Тронягин Кирилл;Trade-In на новый;69.0;1;False
8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней";XW8CA41Z2DK260820;Avangard Приморский;Skoda;Octavia;2013;159687;D;<1 млн ₽;735000.0;;;;87.0;0.0;4.0;;нет данных;300591.0;40.9;Симаньков Артем;Симаньков Артем;Trade-In на новый;82.0;1;False
8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней";SJNFBNJ10U2298565;Avangard Приморский;Nissan;Qashqai;2011;130686;D;<1 млн ₽;850000.0;;;;80.0;0.0;1.0;;нет данных;62087.0;7.3;Параничев Андрей;Параничев Андрей;Trade-In на новый;75.0;1;False
8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней";1HGRW6870JL512238;Avangard Приморский;Honda;CR-V;2018;97871;D;2–3 млн ₽;2100000.0;;;;80.0;0.0;33.0;;нет данных;69792.0;3.3;Тронягин Кирилл;Тронягин Кирилл;Trade-In на новый;82.0;1;False
8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней";XTA111930B0162745;Avangard Приморский;Lada (ВАЗ);Kalina;2011;40462;C;<1 млн ₽;255000.0;;;;81.0;0.0;26.0;;нет данных;17185.0;6.7;Бойцов Иван;Бойцов Иван;Trade-In на новый;70.0;1;False
7;Высокий;"ниже рынка; ниже 90% рынка; ниже МЦП; ниже 95% МЦП";Z94K241CBLR164899;Avangard Приморский;Hyundai;Solaris;2019;51567;C;1–2 млн ₽;1210000.0;1329670.3296703296;-119670.32967032958;91.0;82.0;8.0;48.0;19.0;звонки были;81365.0;6.7;Тронягин Кирилл;Петров Денис;Trade-In на БУ;79.0;1;False
7;Высокий;"ниже рынка; ниже рынка ≤7 дней; ниже МЦП";XZGFF07AXPA110177;Avangard Приморский;Haval;H9;2023;20600;B;3–5 млн ₽;3299000.0;3332323.2323232326;-33323.23232323257;99.0;98.0;4.0;6.0;3.0;звонки были;250925.0;7.6;Бойцов Иван;Бойцов Иван;Trade-In на новый;81.0;1;False
7;Высокий;"0 звонков; ниже рынка; ниже МЦП";L6T7852D8ND109053;Avangard Приморский;Geely;Tugella;2022;29055;B;2–3 млн ₽;2740000.0;2767676.767676768;-27676.767676767893;99.0;91.0;11.0;12.0;0.0;0 звонков;270400.0;9.9;Вырышев Максим;Вырышев Максим;Trade-In на новый;81.0;1;False
7;Высокий;"0 звонков; ниже рынка; ниже МЦП";LVVDB21B8RD755593;Avangard Приморский;Chery;Tiggo 7 Pro Max;2024;69935;B;1–2 млн ₽;1835000.0;1853535.3535353534;-18535.35353535344;99.0;99.0;13.0;16.0;0.0;0 звонков;247286.0;13.5;Жиганов Василий;Жиганов Василий;Trade-In;79.0;1;False
7;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже рынка ≤7 дней";XZGEE04A9PA866926;Avangard Приморский;Haval;Jolion;2023;30416;B;1–2 млн ₽;1808000.0;;;;94.0;0.0;5.0;;нет данных;169359.0;9.4;Жиганов Василий;Жиганов Василий;Trade-In на новый;80.0;1;False
7;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже рынка ≤7 дней";YV1LF08ACK1511571;Avangard Приморский;Volvo;XC90;2019;114059;C;3–5 млн ₽;3811000.0;;;;91.0;0.0;29.0;;нет данных;243040.0;6.4;Бойцов Иван;Бойцов Иван;Trade-In на новый;86.0;1;False
